Go.	Mene.
What a pity!	Vahinko.
What an ego!	Siinäpä vasta iso ego!
What's next?	Mitä seuraavaksi?
What's that?	Mikä se on?
What's this?	Mikä tämä on?
Where is he?	Missä hän on?
Where is it?	Missä se on?
Who are you?	Kuka sä oot?
Wood floats.	Puu kelluu.
Work slowly.	Työskentele hitaasti.
You fainted.	Sinä pyörryit.
You must go.	Sinun täytyy mennä.
You're lazy.	Te olette laiskoja.
You're mine.	Sinä olet minun.
You're nuts!	Sä oot sekasin!
You're safe.	Olet turvassa.
You're wise.	Sinä olet viisas.
A car cut in.	Auto kiilasi eteen.
Am I in love?	Olenko minä rakastunut?
Anybody here?	Onko täällä ketään?
Anybody home?	Onko ketään kotona?
Anything new?	Mitään uutta?
Are you dead?	Oletko sinä kuollut?
Are you hurt?	Sattuiko sinua?
Are you okay?	Onko kaikki okei?
Are you sure?	Oletko varma?
Be attentive.	Ole huomaavainen.
Be realistic!	Ole realistinen!
Beef, please.	Nautaa, kiitos.
Can I try it?	Voinko kokeilla sitä?
Can Tom walk?	Pystyykö Tom kävelemään?
Can you stay?	Voitko jäädä?
Can you swim?	Osaatko uida?
Can you walk?	Osaatko kävellä?
Check it now.	Tarkista se nyt.
Come on, Tom.	Tule nyt, Tom.
Come outside.	Tule ulos.
Come quickly!	Tule nopeasti!
Come quickly.	Tule nopeasti!
Come with me.	Tule kanssani.
Come with us.	Tule mukaan.
Cut that out!	Lopeta!
Did Tom call?	Soittiko Tom?
Did Tom mind?	Välittikö Tom?
Did Tom stay?	Jäikö Tom?
Did you call?	Soititko sinä?
Do it for me.	Tee se minun vuokseni.
Do you agree?	Oletko samaa mieltä?
Do you drink?	Juotko sinä?
Do you smoke?	Poltatko?
Do you snore?	Kuorsaatko sinä?
Does it work?	Toimiiko se?
Don't be sad.	Älä murehdi.
Don't hit me.	Älä lyö minua.
Don't let go.	Älä päästä irti.
Don't litter.	Älä roskaa.
Don't slouch.	Älä vetelehdi.
Drive faster.	Aja nopeammin.
Drive safely.	Aja varovaisesti.
Drive slowly.	Aja hitaasti.
Drop the gun!	Pudota ase.
Drop the gun.	Pudota ase.
Fish, please.	Kalaa, kiitos.
Ghosts exist.	Haamuja on olemassa.
Give it back.	Anna se takaisin.
Good evening.	Hyvää iltaa.
Good for you.	Hyvin tehty.
Happy Easter!	Iloista pääsiäistä!
Has Tom gone?	Onko Tom mennyt?
Have a donut.	Minulla on donitsi.
Have courage.	Ole rohkea.
He could die.	Hän voisi kuolla.
He dumped me.	Hän jätti minut.
He has a car.	Hänellä on auto.
He has a dog.	Hänellä on koira.
He is a poet.	Hän on runoilija.
He is asleep.	Hän nukkuu.
He is cranky.	Hän on kärttyinen.
He is eating.	Hän syö.
He just left.	Hän lähti juuri.
He kicked it.	Hän potkaisi sitä.
He likes tea.	Hän pitää teestä.
He loves her.	Hän rakastaa häntä.
He was brave.	Hän oli rohkea.
He will come.	Hän tulee tulemaan.
He's too old.	Hän on liian vanha.
Hello, girls.	Haloo tytöt.
Here you are.	Ole hyvä.
How annoying!	Miten ärsyttävää!
How pathetic!	Miten säälittävää!
How romantic!	Kuinka romanttista!
I am Chinese.	Olen kiinalainen.
I am baffled.	Olen sekaisin.
I am curious.	Olen utelias.
I ate caviar.	Söin kaviaaria.
I can manage.	Pärjään kyllä.
I can't sing.	En osaa laulaa.
I can't stay.	En voi jäädä.
I can't walk.	En pysty kävellä.
I could help.	Voisin auttaa.
I did my job.	Tein työni.
I didn't lie.	En valehdellut.
I don't bite.	En pure.
I don't care.	En välitä.
I don't date.	En seurustele.
I don't know.	En tiedä.
I don't sing.	En laula.
I doubt that.	Enpä tiedä.
I drank milk.	Minä join maitoa.
I enjoy life.	Minä nautin elämästäni.
I feel alive.	Tunnen olevani elossa.
I feel faint.	Minua heikottaa.
I feel happy.	Olen onnellinen.
I go to work.	Menen töihin.
I got lonely.	Minusta alkoi tuntua yksinäiseltä.
I got soaked.	Kastuin läpimäräksi.
I hate liars.	Vihaan valehtelijoita.
I have a car.	Minulla on auto.
I have a cat.	Minulla on kissa.
I have hives.	Minulla on nokkosihottumaa.
I have money.	Minulla on rahaa.
I have plans.	Minulla on suunnitelmia.
I have to go.	Minun täytyy mennä.
I have twins.	Minulla on kaksoset.
I hear music.	Kuulen musiikkia.
I helped Tom.	Autoin Tomia.
I just moved.	Muutin juuri uuteen kotiin.
I like fruit.	Pidän hedelmistä.
I like honey.	Pidän hunajasta.
I like opera.	Pidän oopperasta.
I like pizza.	Tykkään pizzasta.
I like sushi.	Tykkään sushista.
I live alone.	Asun yksin.
I love games.	Tykkään todella paljon peleistä.
I love pizza.	Minusta pizza on aivan ihanaa.
I love trips.	Minusta matkat ovat ihania.
I made these.	Minä tein nämä.
I might stay.	Minä saatan jäädä.
I missed you.	Kaipasin sinua.
I need a cab.	Tarvitsen taksin.
I need a hat.	Tarvitsen hatun.
I need a hug.	Mä tarvitsen halin.
I need a job.	Mä tarviin työpaikan.
I need a map.	Tarvitsen kartan.
I need to go.	Minun täytyy mennä.
I see a star.	Näen tähden.
I understand.	Ymmärrän.
I understood.	Ymmärsin.
I want a dog.	Haluan koiran.
I want a fan.	Haluan tuulettimen.
I want money.	Minä haluan rahaa.
I want proof.	Haluan todisteita.
I want to go.	Minä haluan mennä.
I warned Tom.	Mä varoitin Tomia.
I was beaten.	Minut hakattiin.
I was hungry.	Olin nälkäinen.
I was shaken.	Olin järkyttynyt.
I was stupid.	Olin tyhmä.
I won't lose!	Minä en muuten häviä!
I wonder who.	Ihmettelenpä kuka.
I'll ask Tom.	Minäpä kysyn Tomilta.
I'll be fine.	Olen kunnossa.
I'll be late.	Myöhästyn.
I'll sue you.	Haastan sinut oikeuteen.
I'm a client.	Olen asiakas.
I'm a doctor.	Olen lääkäri.
I'm a friend.	Olen ystävä.
I'm a genius.	Olen nero.
I'm addicted.	Olen koukussa.
I'm all ears.	Olen pelkkänä korvana.
I'm an actor.	Olen näyttelijä.
I'm artistic.	Olen taiteellinen.
I'm busy now.	Minulla on nyt kiire.
I'm drowning.	Minä hukun.
I'm dyslexic.	Minulla on lukihäiriö.
I'm eighteen.	Olen kahdeksantoista.
I'm flexible.	Olen joustava.
I'm gullible.	Olen hyväuskoinen.
I'm homeless.	Olen koditon.
I'm homesick.	Minulla on koti-ikävä.
I'm in Perth.	Olen Perthissä.
I'm not bald.	En ole kalju.
I'm not dead.	Minä en ole kuollut.
I'm not deaf.	En ole kuuro.
I'm not here.	Minä en ole täällä.
I'm not home.	En ole kotona.
I'm not lazy.	En ole laiska.
I'm not mean.	En ole ilkeä.
I'm not poor.	En ole köyhä.
I'm not rich.	En ole rikas.
I'm not sure.	En ole varma.
I'm not tall.	En ole pitkä.
I'm not ugly.	En ole ruma.
I'm off duty.	Olen vapaalla.
I'm pregnant.	Olen raskaana.
I'm restless.	Olen levoton.
I'm retiring.	Olen eläköitymässä.
I'm so happy.	Olen niin onnellinen.
I'm so tired!	Olen tosi väsynyt!
I'm starving!	Mulla on ihan hirveä nälkä!
I'm the best.	Minä olen paras.
I'm the boss.	Minä olen pomo.
I'm thirteen.	Mä oon kolmetoista.
I'm thorough.	Olen perusteellinen.
I'm ticklish.	Minua kutittaa helposti.
I'm to blame.	Syy on minun.
I'm tolerant.	Olen suvaitsevainen.
I'm very fat.	Minä olen aivan paksu.
I'm very shy.	Olen hyvin ujo.
I've done so.	Olen tehnyt niin.
I've kept it.	Olen pitänyt sen.
I've retired.	Olen jäänyt eläkkeelle.
Is Monday OK?	Sopiiko maanantai?
Is Tom crazy?	Onko Tomi hullu?
Is Tom happy?	Onko Tomi onnellinen?
Is Tom right?	Onko Tomi oikeassa?
Is it a date?	Onko meillä treffit?
Is it a trap?	Onko se ansa?
Is it a wolf?	Onko se susi?
Is it for me?	Onko se minulle?
Is that mine?	Onko tuo minun?
Is this fake?	Onko tämä väärennös?
Is this love?	Onkohan tämä rakkautta.
Is this mine?	Onko tämä minun?
It felt good.	Se tuntui hyvältä.
It is a book.	Tämä on kirja.
It may break.	Se voi mennä rikki.
It was Tom's.	Se oli Tomin.
It was black.	Se oli musta.
It was night.	Oli yö.
It was noisy.	Oli meluisaa.
It was quiet.	Oli hiljaista.
It was round.	Se oli pyöreä.
It was tough.	Se oli rankkaa.
It was wrong.	Se oli väärin.
It's for Tom.	Se on Tomia varten.
It's obvious.	Se on itsestään selvää.
It's on fire.	Se on tulessa.
It's perfect.	Se on täydellinen.
It's raining.	Sataa.
It's snowing.	Sataa lunta.
It's so dark.	On niin pimeää.
It's strange.	Sepä outoa.
It's unusual.	Se on epätavallista.
Just get out.	Painu vaan ulos.
Just jump in.	Tule mukaan.
Keep focused.	Keskity.
Keep reading.	Jatka lukemista.
Knock it off.	Lopeta jo!
Ladies first.	Naiset ensin.
Lead the way.	Näytä tietä.
Let Tom stay.	Anna Tomin jäädä.
Let's switch.	Vaihdetaan.
Life is hard.	Elämä on rankkaa.
Listen to me.	Kuuntele minua.
Look closely.	Katso tarkkaan.
Make a guess.	Arvaa.
Mary giggled.	Meeri kikatti.
Mary is mine.	Mary on minun.
Mary is tall.	Mari on pitkä.
May I try it?	Saisinko kokeilla sitä?
Meat, please.	Lihaa, kiitos.
Men are pigs.	Miehet ovat sikoja.
Move on, Tom.	Jatka matkaa, Tom.
Move quietly.	Liiku hiljaa.
My eyes itch.	Silmäni kutiavat.
My legs hurt.	Jalkoihini sattuu.
Nobody knows.	Kukaan ei tiedä.
Now stay put.	Pysy nyt paikallasi.
Now, be nice.	No niin, olepa kiltisti.
Play it cool.	Rennosti nyt vaan.
Please hurry.	Olkaa hyvä ja kiirehtikää.
Please leave.	Ole hyvä ja lähde.
Please relax.	Rauhoituhan.
School's out.	Koulu on ohi.
See you soon!	Nähdään pian!
Shame on you.	Häpeäisit.
She is quiet.	Hän on hiljaa.
She is wrong.	Hän on väärässä.
She liked it.	Hän piti siitä.
She's stupid.	Hän on tyhmä.
Should we go?	Pitäisikö meidän mennä?
Someone came.	Joku tuli.
Stay a while.	Jää hetkeksi.
Stay at home.	Pysy kotona.
Stay focused.	Keskity.
Stay with me.	Pysy luonani.
Stay with us.	Pysy luonamme.
Step forward.	Astu eteenpäin.
Stop filming.	Lopeta kuvaaminen.
Stop gawking.	Lopeta tuijottelu.
Stop pushing.	Lopeta työntäminen.
Stop reading.	Lopeta lukeminen.
Stop smoking.	Lopeta tupakointi.
Stop staring.	Älä tuijota.
Stop talking.	Lopeta puhuminen.
Stop whining.	Lopetta valittaminen.
Stop yelling!	Lopeta huutaminen!
Stop yelling.	Lopeta huutaminen.
Sweet dreams!	Kauniita unia!
Take it easy!	Hiljaa hyvä tulee.
Take it easy.	Ota rauhallisesti.
Tell Tom why.	Kerro Tomille miksi.
Tell me more.	Kerro lisää.
Thanks again.	Kiitos taas.
That is mine.	Se on minun.
That was fun.	Se oli hauskaa.
That's awful.	Se on hirveää.
That's funny.	Tuo on hauskaa.
That's my CD.	Se on minun CD:ni.
That's scary.	Sepä vasta pelottavaa!
That's smart.	Tuo on fiksua.
That's weird.	Sepä outoa.
They cheered.	He hurrasivat.
They escaped.	He pakenivat.
They know us.	He tietävät meidät.
They laughed.	He nauroivat.
They love it.	He rakastavat sitä.
They love us.	He rakastavat meitä.
They refused.	He kieltäytyivät.
They relaxed.	He rentoutuivat.
They stopped.	He pysähtyivät.
They want me.	He haluavat minut.
They went in.	He menivät sisään.
They're blue.	Ne ovat sinisiä.
They're here.	He ovat täällä.
They're safe.	He ovat turvassa.
Things break.	Asiat hajoavat.
This is hers.	Tämä on hänen.
This is huge.	Tämä on valtava.
This is mine.	Tämä on minun.
This is ours.	Tämä on meidän.
Tom bit Mary.	Tomi puraisi Maria.
Tom built it.	Tom rakensi sen.
Tom flinched.	Tom kavahti.
Tom found us.	Tom löysi meidät.
Tom got an A.	Tom sai kympin.
Tom got busy.	Tomille tuli kiireitä.
Tom got home.	Tom pääsi kotiin.
Tom had some.	Tomilla oli vähän.
Tom has died.	Tom on kuollut.
Tom hated it.	Tom vihasi sitä.
Tom hates me.	Tom vihaa minua.
Tom hates us.	Tomi vihaa meitä.
Tom hired me.	Tom palkkasi minut.
Tom hit Mary.	Tomi löi Maria.
Tom is a cop.	Tomi on kyttä.
Tom is alive.	Tom on elossa.
Tom is crazy.	Tom on hullu.
Tom is dying.	Tom tekee kuolemaa.
Tom is lying.	Tom valehtelee.
Tom is naked.	Tomi on alasti.
Tom is right.	Tom on oikeassa.
Tom is short.	Tomi on lyhyt.
Tom is smart.	Tom on fiksu.
Tom is sweet.	Tom on herttainen.
Tom is tired.	Tomi on väsynyt.
Tom is vague.	Tom on epätäsmällinen.
Tom is young.	Tomi on nuori.
Tom knows me.	Tom tuntee minut.
Tom knows us.	Tom tuntee meidät.
Tom likes me.	Tomi pitää minusta.
Tom might go.	Tom saattaisi mennä.
Tom ran away.	Tomi pakeni.
Tom sat down.	Tom istui.
Tom screamed.	Tom kirkui.
Tom shot him.	Tom ampui hänet.
Tom shrugged.	Tom kohautti olkapäitään.
Tom stutters.	Tomi änkyttää.
Tom survived.	Tomi selvisi.
Tom was cute.	Tomi oli söpö.
Tom was full.	Tom oli täynnä.
Tom was hurt.	Tom haavoittui.
Tom was nosy.	Tom oli tunkeileva.
Tom'll speak.	Tom puhuu.
Tom's a dope.	Tom on pösilö.
Tom's amused.	Tom on huvittunut.
Tom's crying.	Tom itkee.
Tom's eating.	Tom syö.
Tom's hungry.	Tom on nälkäinen.
Tom's insane.	Tom on hullu.
Tom's not in.	Tom ei ole paikalla.
Tom's stupid.	Tom on tyhmä.
Tom, wake up.	Tom, herää!
Try it again.	Yritä vielä kerran.
Vote for Tom.	Äänestä Tomia.
Wake them up.	Herätä heidät.
Was Tom busy?	Oliko Tomilla kiire?
Was it scary?	Oliko se pelottava?
We all cried.	Me kaikki itkimme.
We apologize.	Olemme pahoillamme.
We hired Tom.	Palkkasimme Tomin töihin.
We know this.	Tiedämme tämän.
We live here.	Me asumme täällä.
We need rain.	Me tarvitsemme sadetta.
We overslept.	Me nukuimme liian myöhään.
We succeeded!	Onnistuimme!
We succeeded.	Onnistuimme.
We trust him.	Me luotamme häneen.
We won't win.	Me emme voita.
We'll attack.	Me hyökkäämme.
We'll manage.	Kyllä me selviämme.
We're afraid.	Meitä pelottaa.
We're all OK.	Olemme kaikki OK.
We're amused.	Olemme huvittuneita.
We're ruined.	Olemme vararikossa.
Welcome back.	Tervetuloa takaisin.
Welcome home.	Tervetuloa kotiin.
What a loser!	Mikä luuseri!
What a shame!	Mikä harmi!
What an idea!	Siinäpä vasta ajatus!
What is that?	Mikä se on?
What is this?	Mikä tämä on?
What's on TV?	Mitä TV:ssä on?
Where are we?	Missä me olemme?
Where is she?	Missä hän on?
Who did this?	Kuka tämän teki?
Who sent Tom?	Kuka lähetti Tomin?
Who sent you?	Kuka lähetti sinut?
Who told Tom?	Kuka kertoi Tomille?
Will Tom die?	Kuoleeko Tom?
Years passed.	Vuodet kuluivat.
You can stay.	Sinä voit jäädä.
You look bad.	Näytät pahalta.
You look fat.	Näytät lihavalta.
You look sad.	Näytät surulliselta.
You may stay.	Sinä saat jäädä.
You seem sad.	Vaikutat surulliselta.
You shot Tom.	Sinä ammuit Tomia.
You stay put.	Sinä pysyt siinä.
You survived.	Selvisit hengissä.
You'll be OK.	Pärjäät kyllä.
You're a pig.	Olet sika.
You're drunk.	Olet humalassa.
You're fired.	Saat potkut.
You're lying!	Sinä valehtelet!
You're young.	Te olette nuoria.
You've grown.	Olet kasvanut.
A car hit Tom.	Auto osui Tomiin.
A car went by.	Auto meni ohi.
Am I dreaming?	Näenkö minä unta?
Am I mistaken?	Olenko väärässä?
Am I safe now?	Olenko turvassa nyt?
Any questions?	Onko kysymyksiä?
Anything else?	Mitään muuta?
Are you a fan?	Oletko fani?
Are you happy?	Oletko onnellinen?
Are you ready?	Oletko valmis?
Are you there?	Oletko siellä?
Are you tired?	Oletko väsynyt?
Be reasonable.	Ole järkevä.
Be respectful.	Olkaa kunnioittavia.
Bring a lunch.	Ota lounasta mukaan.
Call for help.	Soita apua.
Call me later.	Soita minulle myöhemmin.
Call security!	Soita turvallisuuteen!
Call the cops.	Soita poliisille.
Can I hug you?	Voinko rutistaa sinua?
Can this wait?	Voiko tämä odottaa?
Can you do it?	Voitko tehdä sen?
Can you drive?	Osaatko ajaa?
Can you sleep?	Saatko unta?
Cats are cute.	Kissat ovat söpöjä.
Check, please.	Lasku, kiitos.
Come back now.	Tule takaisin nyt.
Cook the rice.	Keitä riisi.
Did Tom reply?	Vastasiko Tom?
Do I know him?	Tunnenko hänet?
Do as he says.	Tee niin kuin hän sanoo.
Do fish sleep?	Nukkuvatko kalat?
Do it with me.	Tee se minun kanssani.
Do you follow?	Ymmärrätkö?
Does Tom know?	Tietääkö Tom?
Does this fit?	Sopiiko tämä?
Don't be evil.	Älä ole ilkeä.
Don't be rude.	Älä ole epäkohtelias!
Don't call me.	Älä soita minulle.
Don't get fat.	Älä liho.
Don't give up!	Et saa antaa periksi.
Don't give up.	Älä anna periksi.
Don't go away.	Älä mene pois.
Don't hang up.	Älä lopeta puhelua.
Don't kill me.	Älä tapa minua.
Don't push me!	Älä töni minua.
Don't push me.	Älä töni minua.
Don't quibble.	Älä intä.
Don't respond.	Älä vastaa.
Eat and drink.	Syö ja juo.
Eat something.	Syö jotain.
Everyone wins.	Kaikki voittavat.
Fix the clock.	Korjaa kello.
Flowers bloom.	Kukat kukoistavat.
Get a haircut.	Käy leikkauttamassa hiuksesi.
Get a move on!	Vähän vauhtia nyt hei!
Get a move on.	Pidä kiirettä.
Get back here!	Tule takaisin!
Get off of me.	Pois päältäni!
Get over here.	Tule tänne.
Get well soon!	Parane pian!
Give it a try.	Kokeile sitä.
Give it to me.	Anna se minulle.
Give me a few.	Anna minulle muutama.
Give me a hug.	Halaa minua.
Hand it to me.	Anna se minulle.
Hang on a sec.	Odotapa sekunti.
Have a cookie.	Ota keksi.
He drank beer.	Hän joi olutta.
He eats a lot.	Hän syö paljon.
He felt tired.	Hän tunsi itsensä väsyneeksi.
He is my boss.	Hän on esimieheni.
He is too old.	Hän on liian vanha.
He lied to me.	Hän valehteli minulle.
He looks pale.	Hän näyttää kalpealta.
He loves them.	Hän rakastaa heitä.
He loves toys.	Hän rakastaa leluja.
He never lies.	Hän ei valehtele ikinä.
He seems kind.	Hän vaikuttaa kiltiltä.
He seems sick.	Hän vaikuttaa sairaalta.
He shot at me.	Hän ampui minua kohti.
He wants more.	Hän haluaa lisää.
He's addicted.	Hän on koukussa.
He's annoying.	Hän on ärsyttävä.
He's in Tokyo.	Hän on Tokiossa.
He's out cold.	Hän on tajuton.
Help yourself.	Ole hyvä.
Hi, everybody.	Hei kaikki.
Hold on a sec.	Odotapa hetki.
Hold on there.	Hetkinen!
Hold on to it.	Pidä siitä kiinni!
Hold on to me.	Pidä minusta kiinni.
Hold the rope.	Pidä kiinni köydestä.
Honk the horn.	Tööttää.
How about you?	Entä sinä?
How beautiful!	Miten kaunista!
How big is he?	Kuinka suuri hän on?
How did it go?	Miten se meni?
How far is it?	Kuinka kaukana se on?
How was lunch?	Miten lounas sujui?
How wonderful!	Miten hienoa!
Hurry up, Tom.	Pidä kiirettä, Tom.
I almost died.	Melkein kuolin.
I always walk.	Minä aina kävelen.
I am Japanese.	Olen japanilainen.
I am all ears.	Olen pelkkänä korvana.
I am busy now.	Minulla on nyt kiire.
I am coughing.	Minä yskin.
I am divorced.	Olen eronnut.
I am studying.	Opiskelen.
I believe Tom.	Uskon Tomia.
I blacked out.	Menetin tajuni.
I can't dance.	En osaa tanssia.
I can't do it.	En voi tehdä sitä.
I can't leave.	En voi lähteä.
I contributed.	Kannoin oman korteni kekoon.
I cried a lot.	Itkin paljon.
I didn't mind.	En pannut pahakseni.
I didn't sing.	En laulanut.
I do love you.	Rakastan sinua!
I do remember.	Todella muistan.
I don't agree.	Olen eri mieltä.
I don't dance.	En tanssi.
I don't drink.	Minä en juo alkoholia.
I don't snore.	En kuorsaa.
I dream a lot.	Unelmoin paljon.
I drink a lot.	Juon paljon.
I fear no one.	En pelkää ketään.
I feel guilty.	Tunnen oloni syylliseksi.
I feel hungry.	Minä olen nälkäinen.
I feel lonely.	Tunnen oloni yksinäiseksi.
I feel sleepy.	Minua nukuttaa.
I felt hungry.	Olin nälkäinen.
I felt reborn.	Tuntui siltä, kuin olisin syntynyt uudestaan.
I finally won.	Voitin vihdoin.
I finished it.	Sain sen valmiiksi.
I forgave Tom.	Annoin anteeksi Tomille.
I forgive you.	Annan sinulle anteeksi.
I found these.	Löysin nämä.
I got scammed.	Minua huijattiin.
I had an idea.	Sain ajatuksen.
I hate Boston.	Minä vihaan Bostonia.
I hate French.	Vihaan ranskaa.
I hate celery.	Vihaan selleriä.
I hate flying.	Vihaan lentämistä.
I hate losing.	Vihaan häviämistä.
I hate school.	Vihaan koulua.
I have a cold.	Olen vilustunut.
I have a visa.	Minulla on viisumi.
I kid you not.	Mä oon tosissani.
I know French.	Osaan ranskaa.
I know my job.	Minä osaan työni.
I lied to you.	Valehtelin sinulle.
I like French.	Pidän ranskasta.
I like apples.	Pidän omenoista.
I like horses.	Minä pidän hevosista.
I like skiing.	Pidän laskettelusta.
I like tennis.	Pidän tenniksestä.
I like tulips.	Minä pidän tulppaaneista.
I like winter.	Minä pidän talvesta.
I lost my job.	Minulta lähti työpaikka alta.
I lost my key.	Hukkasin avaimeni.
I love Arabic.	Rakastan arabiaa.
I love French.	Ranska on minusta ihanaa.
I love baking.	Rakastan leipomista.
I love hiking.	Minä rakastan vaeltamista.
I love horses.	Rakastan hevosia.
I love movies.	Rakastan elokuvia.
I love my cat.	Rakastan kissaani.
I love my dog.	Rakastan koiraani.
I love spring.	Tykkään paljon keväästä.
I made coffee.	Keitin kahvia.
I miss Boston.	Minulla on ikävä Bostonia.
I miss my cat.	Kaipaan kissaani.
I must go now.	Minun pitää lähteä nyt.
I need a room.	Tarvitsen huoneen.
I need advice.	Tarvitsen neuvoja.
I read a book.	Luin kirjan.
I remember it.	Minä muistan sen.
I said I'd go.	Minä sanoin, että menisin.
I sang a song.	Lauloin laulun.
I saw a plane.	Näin lentokoneen.
I saw the dog.	Näin koiran.
I trusted you.	Luotin sinuun.
I want a book.	Tahdon kirjan.
I want to die.	Haluan kuolla.
I want to win.	Haluan voittaa.
I was correct.	Olin oikeassa.
I was in love.	Olin rakastunut.
I was kidding.	Se oli vitsi.
I was working.	Minä olin töissä.
I wasn't busy.	Minulla ei ollut kiire.
I wasn't done.	En ollut valmis.
I write poems.	Kirjoitan runoja.
I'd better go.	Minun on parasta lähteä.
I'd like that.	Pitäisin siitä.
I'll eat here.	Syön täällä.
I'll go there.	Minä menen sinne.
I'll help you.	Minä autan sinua.
I'll kill him.	Minä tapan hänet.
I'll kill you.	Mä tapan sut!
I'll make tea.	Minä teen teetä.
I'll miss Tom.	Kaipaan Tomia.
I'll miss you.	Kaipaan sinua.
I'll take him.	Minä vien hänet.
I'm a bit shy.	Olen vähän ujo.
I'm a man now.	Olen nyt mies.
I'm a teacher.	Olen opettaja.
I'm a tourist.	Olen turisti.
I'm busy here.	Minulla on tässä kiire.
I'm depressed.	Olen masentunut.
I'm different.	Olen erilainen.
I'm exhausted.	Olen uupunut.
I'm flattered.	Olen imarreltu.
I'm going mad.	Mulla menee järki.
I'm home, Tom.	Olen kotona, Tom.
I'm in Boston.	Olen Bostonissa.
I'm motivated.	Olen motivoitunut.
I'm no expert.	En ole asiantuntija.
I'm not a spy.	En ole vakooja.
I'm not blind.	En ole sokea.
I'm not bossy.	En ole määräilevä.
